platsfr;platsti;unespar;sparnr;bdl;kmfr;meterfr;bdl;kmti;meterti;spm;objnr;radie;Km+m;Km+m_ti
Sen;Sårs;E;;233;376;641;233;377;58;366;21992;449;376,64101;377,0576903
S;Yl;E;;264;376;649;264;376;704;55;4936;-392;376,6492;376,7042
Ls;Ls;;2;217;376;680;217;376;732;52;23553;-1200;376,6798;376,7321
Bu;Guy;E;;631;376;751;631;377;29;266;11010;-1200;376,7514;377,0289
Ls;Ls;;2;217;376;955;217;377;488;536;23554;-1190;376,9546;377,4879
Ls;Ls;E;3;217;376;957;217;377;485;530;3352;-1185;376,957;377,4849329
Utp;Sä;U;;813;377;0;813;377;0;0;18845;99999;377,0000005;377,00001
Hr;Hr;U;5;611;377;31;611;377;94;63;17986;-6000;377,03099;377,0938
S;Yl;E;;264;377;43;264;377;166;123;4937;393;377,0427;377,1657
Hr;Hr;N;4;611;377;47;611;377;74;27;18079;-5200;377,0473;377,074332
Hr;Hr;N;4;611;377;74;611;377;173;99;18079;-5200;377,074332;377,173332
Hr;Hr;N;4;611;377;238;611;377;306;68;17983;9000;377,2383;377,306367
Hr;Hr;N;4;611;377;306;611;377;353;47;17983;9000;377,306367;377,35318
Hr;Hr;N;4;611;377;353;611;377;383;30;17983;9000;377,35318;377,3832665
Sen;Sårs;E;;233;377;371;233;377;484;113;21993;-636;377,370627;377,4837631
Utp;Sä;N;;813;377;456;813;377;791;335;13026;-2090;377,4558003;377,7910005
Utp;Sä;U;;813;377;464;813;377;787;323;13170;-2028;377,4635005;377,7866006
S;Yl;E;;264;377;468;264;377;666;198;4938;-501;377,468;377,666
Hr;Hr;N;4;611;377;638;611;377;674;36;17984;8035;377,6382;377,6744
Hr;Hr;U;5;611;377;693;611;377;742;49;17987;-5000;377,6926;377,7415
Hr;Hr;N;4;611;377;792;611;377;838;45;17985;-7185;377,7923;377,837752
Sen;Sårs;E;;233;377;867;233;377;982;115;20115;-508;377,8671901;377,9821086
S;Yl;E;;264;377;883;264;377;909;26;4939;504;377,883;377,909
Brl;Fdf;E;;637;377;992;637;378;2;3;35709;20000;377,992036;378,001733
Bu;Guy;E;;631;378;53;631;378;358;305;11011;-1810;378,0525;378,3577099
Hr;Hr;N;4;611;378;118;611;378;236;118;10215;-1700;378,1182;378,2364
Hr;Hr;U;5;611;378;145;611;378;227;83;10284;-1760;378,1445;378,2272
S;Yl;E;;264;378;218;264;378;268;50;4940;404;378,218;378,268
Hr;Hr;U;5;611;378;307;611;378;513;206;17988;-5304;378,3072;378,5128
Hr;Hr;N;4;611;378;316;611;378;511;195;10216;-5300;378,3164;378,511216
Sårs;Sårs;E;1;233;378;337;233;378;418;81;20116;471;378,3368458;378,41801
Guy;Guy;E;;631;378;358;631;378;359;1;11011;-1810;378,35771;378,3588
Sårs;Hsy;E;;233;378;418;233;378;476;58;20116;471;378,41801;378,4757425
S;Yl;E;;264;378;488;264;378;508;20;4941;-911;378,488;378,508
Guy;En;E;;631;378;614;631;378;961;347;11012;-864;378,6142;378,9613
Sårs;Hsy;E;;233;378;695;233;378;753;58;20117;550;378,6947426;378,7528083
Hr;Hr;N;4;611;378;820;611;378;990;170;10217;-19674;378,82;378,99
Hr;Hr;U;5;611;378;880;611;378;950;70;10285;-11225;378,8799999;378,9499999
Sårs;Hsy;E;;233;378;906;233;378;983;77;20118;-819;378,9058083;378,9826074
Brl;Fdf;E;;637;378;979;637;379;224;252;17880;-1452;378,978572;379,224281
Ls;Ls;;2;217;378;999;217;379;296;299;23555;1444;378,9985;379,2961
Ls;Ls;E;3;217;379;1;217;379;296;295;3353;1446;379,0009202;379,2959202
S;Yl;E;;264;379;6;264;379;229;223;4942;396;379,005801;379,228801
Guy;En;E;;631;379;151;631;379;801;650;11013;589;379,1511001;379,8010002
Sårs;Hsy;E;;233;379;151;233;379;280;128;21998;449;379,1514365;379,2795425
Hr;Vgå;U;;611;379;410;611;379;810;400;10286;1788;379,4100001;379,8100001
Hr;Vgå;N;;611;379;410;611;379;810;400;10218;1823;379,4100001;379,8100002
Sårs;Hsy;E;;233;379;483;233;379;736;253;21999;-438;379,4825424;379,7357389
Ahm;Sy;U;;813;379;584;813;380;41;458;13173;2860;379,584;380,0409999
Ahm;Sy;N;;813;379;584;813;380;42;459;13030;2864;379,5840001;380,042
Ls;Ls;;2;217;379;614;217;379;758;144;23561;-1200;379,6142;379,7582
Ls;Ls;E;3;217;379;649;217;379;667;18;3354;-1211;379,6490001;379,6672401
Ls;Ls;E;3;217;379;667;217;379;855;188;3354;-1211;379,6672401;379,8550001
Ls;Ls;;26b-26a;217;379;696;217;379;710;14;33133;-1211;379,696;379,71
Ls;Ls;;2;217;379;758;217;379;835;77;23562;-1180;379,7582;379,8348
Ls;Ls;;4;217;379;815;217;379;857;42;33134;-914;379,815;379,857
Sårs;Hsy;E;;233;379;886;233;380;396;498;22000;1597;379,8857388;380,3960842
Ls;Ls;;2;217;379;981;217;380;10;27;30191;-1063;379,981276;380,00996
Ls;Ls;;2;217;380;10;217;380;11;1;30191;-1063;380,00996;380,01095
Ls;Ls;;2;217;380;11;217;380;24;13;30192;-1063;380,010958;380,023696
S;Yl;E;;264;380;65;264;380;85;20;4943;-1295;380,065;380,085
Ahm;Sy;U;;813;380;116;813;380;407;291;13174;3265;380,116;380,407
Ahm;Sy;N;;813;380;117;813;380;408;291;13031;3269;380,117;380,408
Ls;Ls;E;3;217;380;345;217;380;398;53;32489;2600;380,345;380,398
Guy;En;E;;631;380;392;631;380;827;435;11014;-737;380,3919001;380,8271003
Fdf;Fdf;;3;637;380;420;637;380;441;21;35715;300;380,419851;380,44111
Fdf;Fdf;;3;637;380;441;637;380;481;40;35716;1000;380,44111;380,481108
Fdf;Fdf;;bv-stick;637;380;466;637;380;499;33;35714;-300;380,466172;380,499474
Ahm;Sy;U;;813;380;467;813;380;743;276;13175;2780;380,467;380,743
Ahm;Sy;N;;813;380;468;813;380;745;277;13032;2784;380,468;380,745
S;Yl;E;;264;380;469;264;380;489;20;4944;-591;380,469;380,489
Ls;Ls;;2;217;380;472;217;380;529;57;23899;-705;380,472142;380,529435
Ls;Ls;E;3;217;380;493;217;380;528;35;32490;-27000;380,493;380,528
S;Yl;E;;264;380;563;264;380;584;21;4945;-2369;380,563;380,584
Sårs;Hsy;E;;233;380;638;233;380;678;40;20122;-539;380,6378723;380,6780758
S;Yl;E;;264;380;650;264;380;811;161;4946;-695;380,65;380,811
Ls;Ls;E;3;217;380;666;217;380;709;43;3356;-2700;380,666;380,709
Sårs;Hsy;E;;233;380;974;233;381;14;39;20123;1800;380,9743815;381,0137036
Guy;En;E;;631;381;23;631;381;241;218;11015;858;381,0231001;381,2410005
Ls;Tl;E;;216;381;118;216;381;659;541;3357;590;381,118038;381,659038
Hr;Vgå;N;;611;381;197;611;381;371;174;10219;-1530;381,197;381,3709999
Hr;Vgå;U;;611;381;207;611;381;348;141;10287;-1495;381,2072;381,3481997
Ahm;Sy;N;;813;381;285;813;381;563;278;13033;2829;381,285;381,563
Ahm;Sy;U;;813;381;285;813;381;563;278;13176;2825;381,2850002;381,5630002
Fdf;Fdf;E;2;637;381;344;637;381;540;196;17881;-2250;381,3439063;381,54001
Fdf;Bjh;E;;637;381;540;637;381;577;37;17881;-2250;381,54001;381,57687
Sårs;Hsy;E;;233;381;541;233;381;690;149;20126;459;381,5411785;381,690146
Guy;En;E;;631;381;692;631;381;718;26;11016;-581;381,6923999;381,71799
S;Yl;E;;264;381;707;264;381;987;280;4947;-974;381,707;381,987
En;En;E;2;631;381;718;631;381;970;252;11016;-581;381,71799;381,9698003
Hr;Vgå;N;;611;381;803;611;382;22;217;10220;2975;381,803;382,0218
Hr;Vgå;U;;611;381;815;611;382;14;198;10288;3078;381,815;382,0136001
En;En;E;2;631;382;191;631;382;253;61;17629;592;382,1912002;382,2525054
En;En;E;2;631;382;253;631;382;596;344;17629;592;382,2525054;382,5962002
En;En;;1;631;382;280;631;382;287;8;23004;591,7000122;382,27959;382,287115
En;En;;1;631;382;287;631;382;350;63;23005;1570;382,2871;382,349947
S;Yl;E;;264;382;317;264;382;705;388;4948;396;382,317;382,705
Ls;Tl;E;;216;382;344;216;382;401;57;3358;-720;382,344;382,401
En;En;;1;631;382;350;631;382;620;270;23006;587;382,3499;382,6203
Ahm;Sy;U;;813;382;396;813;382;640;245;13177;-1995;382,3956003;382,6404004
Ahm;Sy;N;;813;382;396;813;382;640;244;13034;-1990;382,3960002;382,6400002
Ls;Tl;E;;216;382;446;216;382;487;41;3359;-1315;382,446;382,487
Ls;Tl;E;;216;382;563;216;383;133;570;3360;-593;382,563;383,1325702
En;En;;1;631;382;620;631;382;740;120;23007;680;382,6203;382,740324
En;En;E;2;631;382;633;631;382;848;215;17628;672;382,6332;382,8477
Sårs;Hsy;E;;233;382;637;233;382;803;166;22168;-394;382,6369215;382,8033464
En;En;;1;631;382;740;631;382;829;89;23008;617;382,740324;382,829024
Hr;Vgå;N;;611;382;790;611;382;850;60;10221;-17300;382,79;382,85
En;En;;1;631;382;829;631;382;849;20;23009;540;382,829024;382,8488921
Hr;Vgå;N;;611;383;10;611;383;210;200;10222;7056;383,01;383,21
En;En;;1;631;383;50;631;383;102;52;23010;-600;383,0498967;383,1015977
En;En;;1;631;383;102;631;383;115;14;23011;760;383,1015977;383,1154287
S;Yl;E;;264;383;110;264;383;211;101;4949;-392;383,11;383,211
En;En;E;2;631;383;232;631;383;539;307;17630;-580;383,2321;383,538696
Sårs;Hsy;E;;233;383;318;233;383;367;49;22169;484;383,318473;383,36726
Hr;Vgå;U;;611;383;430;611;383;580;150;25407;-1370;383,43;383,58
Hr;Vgå;N;;611;383;461;611;383;571;110;10223;-1282;383,4606001;383,5706001
Fdf;Bjh;E;;637;383;540;637;383;565;26;17882;-850;383,53952;383,5652
S;Yl;E;;264;383;642;264;383;898;256;4950;-693;383,642;383,898
En;Ar;E;;631;383;669;631;383;745;77;11020;24070;383,6687;383,7452
Ahm;Sy;N;;813;383;973;813;384;335;362;13035;-2325;383,973;384,335
Ahm;Sy;U;;813;383;973;813;384;336;363;13178;-2330;383,9730005;384,3360005
Sårs;Hsy;E;;233;384;25;233;384;183;158;22170;-460;384,0249298;384,1826644
S;Yl;E;;264;384;128;264;384;296;168;4951;449;384,128;384,296
En;Ar;E;;631;384;343;631;384;865;522;11021;-879;384,3426;384,865
Ls;Tl;E;;216;384;422;216;384;859;437;3361;587;384,422;384,859
S;Yl;E;;264;384;551;264;384;779;228;4952;399;384,551;384,779
Sårs;Hsy;E;;233;384;620;233;384;863;243;22171;-419;384,6196732;384,863025
Hr;Vgå;N;;611;384;940;611;385;0;59;10224;3084;384,94;385
Hr;Vgå;U;;611;384;965;611;384;979;14;10290;2786;384,965;384,979
Fdf;Bjh;E;;637;385;85;637;385;156;71;17883;-800;385,08479;385,15601
S;Yl;E;;264;385;129;264;385;152;23;4953;-636;385,129;385,152
Ls;Tl;E;;216;385;133;216;385;382;249;3362;-586;385,1326006;385,3816006
Ahm;Sy;U;;813;385;205;813;385;257;52;13179;-3250;385,2050005;385,2570005
Ahm;Sy;N;;813;385;223;813;385;478;255;13036;-2935;385,223;385,478
S;Yl;E;;264;385;320;264;385;451;131;4954;390;385,32;385,451
Ls;Tl;E;;216;385;570;216;385;668;98;3363;1400;385,5696006;385,6676006
En;Ar;E;;631;385;679;631;385;816;137;11022;844;385,6785;385,8157002
S;Yl;E;;264;385;720;264;386;42;320;4955;-395;385,72;386,041701
Fdf;Bjh;E;;637;385;782;637;385;827;45;17884;2500;385,7820298;385,8273296
Ahm;Sy;U;;813;385;825;813;385;875;50;13180;-2125;385,8250005;385,8750005
Sårs;Hsy;E;;233;386;156;233;386;184;28;22172;-590;386,1555834;386,1837021
Ls;Tl;E;;216;386;171;216;386;358;187;33458;2942;386,171;386,3579897
S;Yl;E;;264;386;220;264;386;443;223;4956;988;386,219701;386,442701
Tl;Tl;E;3;216;386;358;216;386;437;79;33458;2942;386,3579897;386,437
Hr;Vgå;U;;611;386;370;611;386;490;120;10291;1570;386,37;386,49
Hr;Vgå;N;;611;386;424;611;386;490;66;10225;1508;386,4239995;386,49
Ahm;Sy;U;;813;386;462;813;386;599;137;13181;-3740;386,4620005;386,5990005
Sårs;Hsy;E;;233;386;497;233;386;589;92;22173;389;386,4969858;386,5894369
En;Ar;E;;631;386;629;631;386;954;326;11023;856;386,6288999;386,9543999
Tl;Tl;E;3;216;386;761;216;387;73;311;3365;2948;386,761;387,073
Sårs;Hsy;E;;233;386;790;233;386;897;107;22174;-494;386,7904369;386,8970354
S;Yl;E;;264;386;811;264;386;918;107;4957;-394;386,811;386,918
Ahm;Sy;U;;813;386;913;813;387;189;276;13182;5050;386,9130005;387,189001
En;Ar;E;;631;387;140;631;387;595;455;11024;1056;387,1396001;387,5948003
S;Yl;E;;264;387;197;264;387;630;433;4958;-452;387,197;387,63
Hr;Vgå;N;;611;387;290;611;387;353;63;10226;-3484;387,29;387,353
Hr;Vgå;U;;611;387;305;611;387;340;35;10292;-3217;387,305;387,34
Sårs;Hsy;E;;233;387;336;233;387;569;234;22175;-392;387,335701;387,5694543
Tl;Tl;;4;216;387;505;216;387;538;33;34311;-300;387,504764;387,537961
Bjh;Bjh;;2;637;387;542;637;387;593;51;18324;-760;387,5424787;387,5930707
Tl;Tl;;2;216;387;543;216;387;576;33;34309;300;387,542639;387,57593
Tl;Tl;;4;216;387;547;216;387;564;17;34312;300;387,54729;387,56389
Tl;Tl;;2;216;387;587;216;387;603;17;34310;-300;387,58656;387,603181
Tl;Tl;E;3;216;387;749;216;387;849;100;3366;900;387,749;387,84901
Tl;Ltr;E;;216;387;849;216;387;921;72;3366;900;387,849031;387,921
Ahm;Sy;U;;813;387;994;813;388;575;581;13183;-2330;387,9938008;388,5754014
Ahm;Sy;N;;813;387;994;813;388;574;579;13037;-2325;387,994;388,574
Tl;Ltr;E;;216;388;26;216;388;106;80;3367;4130;388,026;388,106
En;Ar;E;;631;388;86;631;388;243;157;11025;-847;388,086;388,2431001
S;Yl;E;;264;388;102;264;388;337;235;4959;396;388,102;388,337
Tl;Ltr;E;;216;388;266;216;388;662;396;3368;591;388,266;388,6620001
Sårs;Hsy;E;;233;388;315;233;388;449;135;22176;-585;388,3148164;388,4494299
Bjh;Bjh;;2;637;388;381;637;388;432;51;18325;-760;388,380904;388,431583
S;Yl;E;;264;388;590;264;388;673;83;4960;-495;388,59;388,673
En;Ar;E;;631;388;700;631;388;751;51;11026;-830;388,6997998;388,7511001
Tl;Ltr;E;;216;388;921;216;389;530;608;3369;-590;388,921;389,53
S;Yl;E;;264;388;983;264;389;207;222;4961;397;388,983;389,206799
En;Ar;E;;631;389;22;631;389;144;123;11027;730;389,0216001;389,1443003
Bjh;Öx;E;;637;389;101;637;389;138;37;17885;-1300;389,1014999;389,1384099
En;Ar;E;;631;389;174;631;389;372;198;11028;588;389,1742998;389,3721001
Sårs;Hsy;E;;233;389;304;233;389;429;125;22177;391;389,3042613;389,4289545
S;Yl;E;;264;389;387;264;389;681;294;4962;-398;389,386799;389,680799
Sårs;Hsy;E;;233;389;464;233;389;896;432;22178;397;389,4639545;389,8960589
Bjh;Öx;E;;637;389;547;637;389;586;39;17886;-1225;389,54729;389,58614
Sy;Sy;U;2;813;389;571;813;389;629;58;25373;40000;389,571;389,629
Sy;Sy;N;3;813;389;571;813;389;629;58;18592;40000;389,5710001;389,6290001
En;Ar;E;;631;389;628;631;389;876;247;11029;-738;389,6283999;389,8757002
Hr;Vgå;U;;611;389;680;611;389;750;70;10293;1966;389,68;389,75
Hr;Vgå;N;;611;389;690;611;389;745;55;10227;2034;389,69;389,745
Sy;Sy;;20;813;389;870;813;389;870;0;33280;210;389,8699498;389,8700658
S;Yl;E;;264;390;13;264;390;594;581;4963;402;390,0126;390,5936
Bjh;Öx;E;;637;390;153;637;390;351;198;17887;3100;390,15298;390,35108
Sårs;Hsy;E;;233;390;188;233;390;402;213;22179;-803;390,1882005;390,4016939
Tl;Ltr;E;;216;390;417;216;390;842;425;3370;1400;390,417;390,842
En;Ar;E;;631;390;445;631;390;789;344;11030;-1485;390,4448999;390,7885
Hr;Vgå;N;;611;390;497;611;390;510;13;10228;1215;390,497;390,5099902
Hr;Vgå;U;;611;390;506;611;390;510;4;10294;1210;390,506;390,5099902
Vgå;Vgå;N;3;611;390;510;611;390;699;189;10228;1215;390,5099902;390,699
Vgå;Vgå;U;2;611;390;510;611;390;706;196;10294;1210;390,5099902;390,706
Hsy;Hsy;E;1;233;390;615;233;390;648;33;22180;-451;390,614901;390,6480343
Vgå;Vgå;;21a-21b;611;390;796;611;390;802;6;30429;2534;390,796;390,802
Vgå;Vgå;;21a-21b;611;390;802;611;390;807;5;30430;639;390,802;390,807
Vgå;Vgå;;21a-21b;611;390;807;611;390;813;6;30431;2302;390,807;390,813
Hsy;Hsy;;2;233;390;845;233;390;885;40;33466;-600;390,845;390,885
S;Yl;E;;264;390;868;264;390;904;36;4964;592;390,868;390,904
Vgå;Vgå;;1;611;390;909;611;390;912;3;30432;18631;390,909;390,912
Vgå;Vgå;;1;611;390;912;611;390;914;2;30433;-1797;390,912;390,914
Tl;Ltr;E;;216;391;68;216;391;202;134;3371;-598;391,0684001;391,2024001
S;Yl;E;;264;391;110;264;391;260;150;4965;-396;391,11;391,26
Bjh;Öx;E;;637;391;121;637;391;394;272;17888;574;391,1213899;391,3935798
Vgå;Vgå;U;2;611;391;150;611;391;220;70;25405;-3521;391,15;391,22
Vgå;Vgå;U;2;611;391;350;611;391;420;70;25406;4299;391,35;391,42
Tl;Ltr;E;;216;391;362;216;391;721;359;3372;-3706;391,3624001;391,7214001
Vgå;Vgå;N;3;611;391;400;611;391;625;225;10229;16411;391,4;391,625
Vgå;Vgå;;1;611;391;481;611;391;504;23;35485;3100;391,48066;391,503618
Hsy;Hsy;E;1;233;391;490;233;391;719;229;24224;468;391,49;391,71892
En;Ar;E;;631;391;503;631;391;723;220;11031;876;391,5028999;391,7228003
Hsy;Hsy;;2;233;391;504;233;391;736;232;33467;462;391,504;391,736
S;Yl;E;;264;391;572;264;391;747;175;4966;397;391,572;391,747
Vgå;Vgå;U;2;611;391;580;611;391;600;20;18339;8661;391,58;391,6
Vgå;Vgå;;1;611;391;611;611;391;637;25;35546;-760;391,611424;391,636711
Vgå;Vgå;;bv-stick;611;391;646;611;391;662;17;35486;300;391,645617;391,662177
Vgå;Vgå;;1;611;391;653;611;391;678;26;35547;760;391,652793;391,678314
Vgå;Vgå;;bv-stick;611;391;672;611;391;690;18;35487;-300;391,672177;391,690177
Vgå;Vgå;U;2;611;391;693;611;391;742;49;18342;-16600;391,693;391,742
Vgå;Vgå;N;3;611;391;720;611;391;750;30;18338;-13144;391,72;391,75
Sy;Rk;N;;813;391;824;813;391;953;129;13038;2900;391,8240001;391,9530001
Sy;Rk;U;;813;391;824;813;391;952;128;13186;2896;391,8244001;391,9523002
Hsy;Hsy;;2;233;391;828;233;391;869;41;33468;-751;391,828;391,869
Hsy;Hsy;E;1;233;391;870;233;391;906;36;24225;-691;391,86992;391,9061784
Tl;Ltr;E;;216;391;870;216;391;987;117;3373;900;391,8704001;391,9874001
Hsy;Hsy;E;1;233;391;906;233;391;919;13;24225;-691;391,9061784;391,9192
S;Yl;E;;264;391;967;264;392;151;181;4967;-400;391,967;392,150602
Hsy;Hsy;E;1;233;392;63;233;392;108;45;24226;503;392,0632;392,1078
Tl;Ltr;E;;216;392;212;216;392;443;231;3374;-1160;392,2117502;392,4427502
En;Ar;E;;631;392;256;631;392;307;52;11032;-853;392,2555;392,3073008
Bjh;Öx;E;;637;392;264;637;392;359;95;17889;-2520;392,2639099;392,3593899
Hsy;Hän;E;;233;392;316;233;392;607;292;24227;-458;392,3158;392,6073183
Vgå;Agg;U;;611;392;370;611;392;510;140;10298;-1220;392,37;392,51
Vgå;Agg;N;;611;392;370;611;392;520;150;10230;-1221;392,37;392,52
S;Yl;E;;264;392;446;264;392;629;183;4968;-488;392,446;392,629
En;Ar;E;;631;392;610;631;392;708;98;11033;860;392,6102998;392,7077998
Hsy;Hän;E;;233;392;802;233;393;336;532;24228;401;392,8023181;393,3359375
Tl;Ltr;E;;216;393;215;216;393;344;129;3375;-1135;393,215;393,344
S;Yl;E;;264;393;374;264;393;935;561;4969;-403;393,374;393,935
En;Ar;E;;631;393;462;631;393;794;332;11034;-877;393,4620996;393,7942998
Hsy;Hän;E;;233;393;636;233;394;65;398;24229;-396;393,6363539;394,0654907
Bjh;Öx;E;;637;394;81;637;394;212;131;17890;-560;394,0812148;394,212395
S;Yl;E;;264;394;124;264;394;688;564;4970;403;394,124;394,688
En;Ar;E;;631;394;136;631;394;225;89;11035;855;394,1362998;394,225
Hsy;Hän;E;;233;394;366;233;394;524;158;24230;-480;394,3656202;394,5238581
Bjh;Öx;E;;637;394;502;637;394;702;200;17891;582;394,5019951;394,7024551
En;Ar;E;;631;394;537;631;395;17;482;11036;-1182;394,5370996;395,0173008
Tl;Ltr;E;;216;394;637;216;395;795;1157;3376;744;394,637;395,7946802
S;Yl;E;;264;394;842;264;394;884;42;4971;-1020;394,842;394,884
Hsy;Hän;E;;233;394;921;233;395;383;462;24231;412;394,9208911;395,3826545
S;Yl;E;;264;395;173;264;395;681;508;4972;-1009;395,173;395,681
Öx;Öx;E;2;635;395;275;635;395;307;32;17892;-540;395,27504;395,3068701
Vgå;Agg;U;;611;395;321;611;395;595;274;10299;-1004;395,321;395,595
Vgå;Agg;N;;611;395;321;611;395;597;276;10231;-1176;395,321;395,597
Öx;Öx;E;2;635;395;578;635;395;614;36;17893;612;395,5784399;395,6144697
Hsy;Hän;E;;233;395;596;233;395;667;72;24232;-419;395,5956545;395,6674508
En;Ar;E;;631;395;672;631;395;964;292;11037;1162;395,6715996;395,9637002
Hsy;Hän;E;;233;395;843;233;395;880;37;24233;645;395,8434507;395,8802815
Hsy;Hän;E;;233;396;57;233;396;537;481;24234;-402;396,0566273;396,5371277
Sy;Rk;U;;813;396;132;813;396;557;426;13187;2940;396,1316006;396,5571006
Sy;Rk;N;;813;396;132;813;396;551;419;13039;2945;396,1321001;396,551
Vgå;Agg;N;;611;396;256;611;396;323;67;10232;1266;396,256;396,323
Vgå;Agg;U;;611;396;256;611;396;323;67;10300;1301;396,256;396,323
S;Yl;E;;264;396;316;264;396;442;126;4973;-390;396,316;396,4419891
Tl;Ltr;E;;216;396;352;216;396;571;219;3377;-607;396,352;396,571
Öx;Öx;;40;635;396;396;635;396;406;10;35653;-12000;396,3961518;396,4063548
Yl;Yl;E;2;264;396;442;264;396;545;103;4973;-390;396,4419891;396,545
Öx;Öx;;11;635;396;498;635;396;510;12;35654;-300;396,498124;396,510468
Hsy;Hän;E;;233;396;537;233;396;738;200;24235;-416;396,5371277;396,737612
Ar;Ar;E;1;631;396;630;631;396;794;164;20221;1520;396,6298126;396,7938475
Öx;Öx;;40;635;396;668;635;396;674;6;31995;6000;396,6678192;396,6735282
Vgå;Agg;N;;611;396;788;611;396;903;115;10233;-1075;396,7880002;396,903
Vgå;Agg;U;;611;396;796;611;396;903;107;10301;-1104;396,796;396,903
Ar;Ar;E;1;631;396;834;631;397;35;205;20222;1915;396,8338475;397,0352976
Ltr;Ltr;E;2;216;396;838;216;396;921;83;3378;720;396,838;396,9214608
Ltr;Ltr;E;2;216;396;921;216;396;926;5;3378;720;396,9214608;396,926
Hsy;Hän;E;;233;396;938;233;397;14;76;24236;528;396,9376119;397,0142531
Sy;Rk;N;;813;396;987;813;397;83;96;13040;-2353;396,987;397,083
Sy;Rk;U;;813;397;4;813;397;94;90;13188;-2300;397,0041006;397,094001
Öx;Öx;U;1;635;397;97;635;397;268;171;31892;-3204,5;397,096983;397,268462
Öx;Öx;N;2;635;397;97;635;397;268;171;31996;-3200;397,097003;397,268015
Sy;Rk;N;;813;397;142;813;397;295;153;13041;-1760;397,142;397,295
Sy;Rk;U;;813;397;144;813;397;255;111;13189;-1760;397,1440005;397,2549009
Hsy;Hän;E;;233;397;267;233;397;388;121;24237;-488;397,2670461;397,3881916
Ltr;Ltr;E;2;216;397;279;216;397;466;187;23615;-1175;397,279;397,466
Ar;Ar;E;1;631;397;282;631;397;339;56;20223;-2000;397,282456;397,338666
Ar;Ar;E;1;631;397;379;631;397;446;67;20224;-1460;397,378666;397,4460133
Yl;Yl;E;2;264;397;422;264;397;511;89;4974;600;397,422;397,511
Vgå;Agg;N;;611;397;470;611;397;550;80;10234;1000;397,47;397,55
Vgå;Agg;U;;611;397;470;611;397;550;80;10302;1036;397,47;397,55
Sy;Rk;N;;813;397;480;813;397;860;380;13042;10300;397,48;397,86
Ltr;Ltr;E;2;216;397;560;216;397;673;113;23616;-3036;397,56;397,673
Ar;Ar;E;1;631;397;682;631;397;710;29;20225;-50000;397,6815078;397,7101849
Yl;Öhlg;E;;264;397;701;264;397;848;147;4975;-994;397,701;397,848
Ar;Ar;E;1;631;397;796;631;397;840;44;20226;50000;397,7958905;397,8402174
Sy;Rk;U;;813;397;917;813;397;994;77;13190;8000;397,9169004;397,9942007
Ar;Ar;E;1;631;397;948;631;397;978;30;20227;50000;397,9477928;397,9782767
Vgå;Agg;N;;611;397;950;611;398;118;180;10235;-2795;397,95;398,1177998
Vgå;Agg;U;;611;397;1000;611;398;127;140;10303;-3194;398;398,127
Hsy;Hän;E;;233;398;37;233;398;390;353;24238;395;398,0366006;398,3898704
Rk;Rk;N;1;813;398;50;813;398;182;132;13043;-7996;398,0499004;398,1818999
Rk;Rk;U;2;813;398;103;813;398;182;79;13191;-8000;398,1031006;398,1818008
Ar;Ar;E;1;631;398;141;631;398;170;29;20228;-50000;398,1406324;398,1698485
Yl;Öhlg;E;;264;398;243;264;398;327;84;4976;703;398,243;398,327
Vgå;Agg;N;;611;398;248;611;398;528;280;10236;25309;398,2478;398,5278
Yl;Öhlg;E;;264;398;583;264;398;799;216;4977;595;398,583;398,799
Ltr;Hnn;E;;216;398;627;216;398;769;142;3381;-590;398,627;398,769
Hsy;Hän;E;;233;398;791;233;398;918;126;24239;-598;398,7913312;398,9178099
Vgå;Agg;U;;611;398;840;611;398;900;60;10304;7389;398,84;398,9
Hsy;Hän;E;;233;399;145;233;399;305;160;24240;404;399,1448107;399,3047642
Ltr;Hnn;E;;216;399;175;216;399;464;289;3382;595;399,17478;399,46378
Vgå;Agg;U;;611;399;180;611;399;290;110;10305;-14078;399,18;399,29
Vgå;Agg;N;;611;399;190;611;399;270;80;10237;-10000;399,19;399,27
Yl;Öhlg;E;;264;399;231;264;399;490;259;4978;-496;399,231;399,49
Ar;Ot;E;;631;399;436;631;399;642;206;20229;-1724;399,4362416;399,6423171
Hän;Hän;;2;233;399;661;233;399;701;40;33460;-600;399,661;399,701
Rk;Lh;N;;813;399;680;813;399;859;179;13044;-3060;399,68;399,859
Rk;Lh;U;;813;399;680;813;399;860;179;13192;-3065;399,6804001;399,8598002
Hän;Hän;E;1;233;399;750;233;399;832;81;24241;-719;399,7502701;399,8316506
Hän;Hän;;2;233;399;795;233;399;879;84;33461;-724;399,795;399,879
Vgå;Agg;U;;611;399;916;611;399;960;44;10306;2941;399,916;399,96
Vgå;Agg;N;;611;399;920;611;399;983;63;10238;2632;399,92;399,983
Öx;Thn;N;;635;399;925;635;400;310;385;31997;-3200;399,92492;400,310378
Öx;Thn;U;;635;399;925;635;400;311;386;31893;-3204,5;399,92492;400,310939
Hän;Hän;E;1;233;399;965;233;400;172;206;24242;701;399,9646506;400,171964
Hän;Hän;;2;233;400;14;233;400;217;203;33462;697;400,014;400,217
Fv;Fv;;3;524;400;70;524;400;107;37;28009;2500;400,06998;400,10698
Rk;Lh;N;;813;400;120;813;400;410;290;13045;2915;400,1203;400,4103
