,Curve_Kmtal,Curve_Kmtalti,Curve_Langd_m,Curve_Radie_m,Curve_Kmtal_km,Curve_Kmtal_meter,Curve_Kmtaltil_km,Curve_Kmtaltil_meter,Curve_Start_Meters,Curve_End_Meters,Track_Bdl,Track_Km,Track_+m,Track_Kmti,Track_+mti,Track_spm,Track_UNE,Track_spår,Track_Pl/Str,Track_Rälmodell,Track_Räl_vikt(kg/m),Track_Sliper_typ,Track_Befästning_typ,Track_Start_Meters,Track_End_Meters
11267,113+389,113+424,35.425,750.0,113.0,389.0,113.0,424.0,113389.0,113424.0,654.0,113.0,161.0,113.0,494.0,333.0,E,1,Boa,E1,60.0,B2.5,P-FE,113161.0,113494.0
11269,113+450,113+479,28.992,20000.0,113.0,450.0,113.0,479.0,113450.0,113479.0,621.0,113.0,425.0,118.0,553.0,5128.0,E,,Mkl-Dl,BV,50.0,T,R-und,113425.0,118553.0
11270,113+526,113+705,178.763,-5106.0,113.0,526.0,113.0,705.0,113526.0,113705.0,621.0,113.0,425.0,118.0,553.0,5128.0,E,,Mkl-Dl,BV,50.0,T,R-und,113425.0,118553.0
11277,113+603,113+652,49.136,-1680.0,113.0,603.0,113.0,652.0,113603.0,113652.0,303.0,113.0,599.0,113.0,826.0,227.0,U,1,Gä,UIC,60.0,B2.5,P-Ec,113599.0,113826.0
11278,113+612,113+654,41.772,-500.0,113.0,612.0,113.0,654.0,113612.0,113654.0,303.0,113.0,599.0,113.0,826.0,227.0,U,1,Gä,UIC,60.0,B2.5,P-Ec,113599.0,113826.0
11279,113+620,113+691,71.0,-1000.0,113.0,620.0,113.0,691.0,113620.0,113691.0,303.0,113.0,599.0,113.0,826.0,227.0,U,1,Gä,UIC,60.0,B2.5,P-Ec,113599.0,113826.0
11281,113+687,113+756,69.0,700.0,113.0,687.0,113.0,756.0,113687.0,113756.0,303.0,113.0,669.0,113.0,928.0,259.0,E,3,Gä,UIC,60.0,B2.5,P-Ec,113669.0,113928.0
11282,113+695,113+763,68.0,700.0,113.0,695.0,113.0,763.0,113695.0,113763.0,331.0,113.0,690.0,117.0,360.0,3669.0,E,,Lea-Tlg,BV,50.0,B2.5,P-Ec,113690.0,117360.0
11283,113+695,113+738,43.0,-905.0,113.0,695.0,113.0,738.0,113695.0,113738.0,331.0,113.0,690.0,117.0,360.0,3669.0,E,,Lea-Tlg,BV,50.0,B2.5,P-Ec,113690.0,117360.0
11284,113+716,113+751,35.41,-320.0,113.0,716.0,113.0,751.0,113716.0,113751.0,331.0,113.0,690.0,117.0,360.0,3669.0,E,,Lea-Tlg,BV,50.0,B2.5,P-Ec,113690.0,117360.0
11285,113+759,113+783,24.534,60000.0,113.0,759.0,113.0,783.0,113759.0,113783.0,331.0,113.0,690.0,117.0,360.0,3669.0,E,,Lea-Tlg,BV,50.0,B2.5,P-Ec,113690.0,117360.0
11286,113+763,113+776,12.912,189.514,113.0,763.0,113.0,776.0,113763.0,113776.0,331.0,113.0,690.0,117.0,360.0,3669.0,E,,Lea-Tlg,BV,50.0,B2.5,P-Ec,113690.0,117360.0
11287,113+781,113+843,61.7,-700.0,113.0,781.0,113.0,843.0,113781.0,113843.0,331.0,113.0,690.0,117.0,360.0,3669.0,E,,Lea-Tlg,BV,50.0,B2.5,P-Ec,113690.0,117360.0
11288,113+791,116+49,782.929,-2635.0,113.0,791.0,116.0,49.0,113791.0,116049.0,331.0,113.0,690.0,117.0,360.0,3669.0,E,,Lea-Tlg,BV,50.0,B2.5,P-Ec,113690.0,117360.0
11289,113+802,113+839,36.787,821.0,113.0,802.0,113.0,839.0,113802.0,113839.0,331.0,113.0,690.0,117.0,360.0,3669.0,E,,Lea-Tlg,BV,50.0,B2.5,P-Ec,113690.0,117360.0
11290,113+804,113+873,69.0,-700.0,113.0,804.0,113.0,873.0,113804.0,113873.0,331.0,113.0,690.0,117.0,360.0,3669.0,E,,Lea-Tlg,BV,50.0,B2.5,P-Ec,113690.0,117360.0
11291,113+876,113+895,18.786,-20000.0,113.0,876.0,113.0,895.0,113876.0,113895.0,331.0,113.0,690.0,117.0,360.0,3669.0,E,,Lea-Tlg,BV,50.0,B2.5,P-Ec,113690.0,117360.0
11292,113+902,113+925,23.049,20000.0,113.0,902.0,113.0,925.0,113902.0,113925.0,303.0,113.0,881.0,114.0,244.0,363.0,E1,1s,Gä,SJ,50.0,B,Hambo,113881.0,114244.0
11293,113+911,114+17,105.9,562.0,113.0,911.0,114.0,17.0,113911.0,114017.0,303.0,113.0,881.0,114.0,244.0,363.0,E1,1s,Gä,SJ,50.0,B,Hambo,113881.0,114244.0
11294,113+921,113+947,26.0,-700.0,113.0,921.0,113.0,947.0,113921.0,113947.0,303.0,113.0,881.0,114.0,244.0,363.0,E1,1s,Gä,SJ,50.0,B,Hambo,113881.0,114244.0
11295,113+977,114+16,39.355,-20000.0,113.0,977.0,114.0,16.0,113977.0,114016.0,450.0,113.0,973.0,114.0,507.0,540.0,E1,2,Rke,SJ,50.0,B2.5,P-Ec,113973.0,114507.0
11296,113+986,114+425,436.831,1000.0,113.0,986.0,114.0,425.0,113986.0,114425.0,450.0,113.0,973.0,114.0,507.0,540.0,E1,2,Rke,SJ,50.0,B2.5,P-Ec,113973.0,114507.0
11298,113+996,114+70,73.0,-769.0,113.0,996.0,114.0,70.0,113996.0,114070.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11299,113+996,114+31,40.505,1200.0,113.0,996.0,114.0,31.0,113996.0,114031.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11300,113+1000,114+29,29.28,700.0,113.0,1000.0,114.0,29.0,114000.0,114029.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11301,114+41,114+119,78.0,-10000.0,114.0,41.0,114.0,119.0,114041.0,114119.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11302,114+69,114+78,8.93,1000.0,114.0,69.0,114.0,78.0,114069.0,114078.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11303,114+70,114+245,174.264,-1758.0,114.0,70.0,114.0,245.0,114070.0,114245.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11305,114+92,114+211,119.0,-539.0,114.0,92.0,114.0,211.0,114092.0,114211.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11306,114+95,114+221,125.714,-1773.0,114.0,95.0,114.0,221.0,114095.0,114221.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11307,114+111,114+153,41.721,-10000.0,114.0,111.0,114.0,153.0,114111.0,114153.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11308,114+127,114+191,63.684,200.0,114.0,127.0,114.0,191.0,114127.0,114191.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11309,114+137,114+160,22.359,240.0,114.0,137.0,114.0,160.0,114137.0,114160.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11310,114+137,114+202,65.0,-586.0,114.0,137.0,114.0,202.0,114137.0,114202.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11311,114+143,114+205,61.862,-2750.0,114.0,143.0,114.0,205.0,114143.0,114205.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11313,114+162,114+241,79.311,99000.0,114.0,162.0,114.0,241.0,114162.0,114241.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11315,114+172,114+205,33.358,-688.0,114.0,172.0,114.0,205.0,114172.0,114205.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11316,114+174,114+231,56.927,-2247.0,114.0,174.0,114.0,231.0,114174.0,114231.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11317,114+177,114+237,60.7,-588.0,114.0,177.0,114.0,237.0,114177.0,114237.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11318,114+180,114+212,32.151,580.0,114.0,180.0,114.0,212.0,114180.0,114212.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11319,114+219,114+232,12.912,-189.514,114.0,219.0,114.0,232.0,114219.0,114232.0,303.0,113.0,987.0,114.0,252.0,265.0,E2,2s,Gä,SJ,50.0,B,Hambo,113987.0,114252.0
11321,114+227,114+450,223.0,383.0,114.0,227.0,114.0,450.0,114227.0,114450.0,450.0,114.0,226.0,114.0,571.0,345.0,E,1,Rke,BV,50.0,B,P-Ec,114226.0,114571.0
11322,114+232,114+241,9.355,-220.0,114.0,232.0,114.0,241.0,114232.0,114241.0,450.0,114.0,226.0,114.0,571.0,345.0,E,1,Rke,BV,50.0,B,P-Ec,114226.0,114571.0
11323,114+250,114+271,20.872,-200.0,114.0,250.0,114.0,271.0,114250.0,114271.0,450.0,114.0,226.0,114.0,571.0,345.0,E,1,Rke,BV,50.0,B,P-Ec,114226.0,114571.0
11324,114+266,114+291,24.905,-250.0,114.0,266.0,114.0,291.0,114266.0,114291.0,450.0,114.0,226.0,114.0,571.0,345.0,E,1,Rke,BV,50.0,B,P-Ec,114226.0,114571.0
11325,114+270,114+290,20.009,-300.0,114.0,270.0,114.0,290.0,114270.0,114290.0,450.0,114.0,226.0,114.0,571.0,345.0,E,1,Rke,BV,50.0,B,P-Ec,114226.0,114571.0
11326,114+272,114+305,33.197,300.0,114.0,272.0,114.0,305.0,114272.0,114305.0,450.0,114.0,226.0,114.0,571.0,345.0,E,1,Rke,BV,50.0,B,P-Ec,114226.0,114571.0
11331,114+316,114+325,9.355,-220.0,114.0,316.0,114.0,325.0,114316.0,114325.0,303.0,114.0,316.0,114.0,325.0,9.0,E2,2n,Gä,SJ,50.0,T,Hey,114316.0,114325.0
11334,114+350,114+363,12.912,189.514,114.0,350.0,114.0,363.0,114350.0,114363.0,654.0,114.0,332.0,114.0,551.0,219.0,E,1,Boa,E1,60.0,B2.5,P-FE,114332.0,114551.0
11335,114+352,114+374,22.49,-1200.0,114.0,352.0,114.0,374.0,114352.0,114374.0,654.0,114.0,332.0,114.0,551.0,219.0,E,1,Boa,E1,60.0,B2.5,P-FE,114332.0,114551.0
11336,114+363,114+372,9.355,220.0,114.0,363.0,114.0,372.0,114363.0,114372.0,654.0,114.0,332.0,114.0,551.0,219.0,E,1,Boa,E1,60.0,B2.5,P-FE,114332.0,114551.0
11337,114+374,114+489,115.585,-3800.0,114.0,374.0,114.0,489.0,114374.0,114489.0,654.0,114.0,332.0,114.0,551.0,219.0,E,1,Boa,E1,60.0,B2.5,P-FE,114332.0,114551.0
11340,114+447,114+722,275.0,800.0,114.0,447.0,114.0,722.0,114447.0,114722.0,349.0,114.0,443.0,114.0,802.0,359.0,U,U,Våv,UIC,60.0,B2.5,P-Ec,114443.0,114802.0
11341,114+489,114+517,27.522,250.0,114.0,489.0,114.0,517.0,114489.0,114517.0,349.0,114.0,486.0,114.0,717.0,231.0,N,N,Våv,SJ,50.0,B2.5,Hambo,114486.0,114717.0
11342,114+500,114+554,53.782,-600.0,114.0,500.0,114.0,554.0,114500.0,114554.0,349.0,114.0,486.0,114.0,717.0,231.0,N,N,Våv,SJ,50.0,B2.5,Hambo,114486.0,114717.0
11343,114+502,114+525,11.545,-208.435,114.0,502.0,114.0,525.0,114502.0,114525.0,349.0,114.0,486.0,114.0,717.0,231.0,N,N,Våv,SJ,50.0,B2.5,Hambo,114486.0,114717.0
11344,114+533,114+554,20.888,190.0,114.0,533.0,114.0,554.0,114533.0,114554.0,349.0,114.0,486.0,114.0,717.0,231.0,N,N,Våv,SJ,50.0,B2.5,Hambo,114486.0,114717.0
11345,114+533,114+534,0.335,-190.0,114.0,533.0,114.0,534.0,114533.0,114534.0,349.0,114.0,486.0,114.0,717.0,231.0,N,N,Våv,SJ,50.0,B2.5,Hambo,114486.0,114717.0
11346,114+544,114+554,10.312,190.0,114.0,544.0,114.0,554.0,114544.0,114554.0,349.0,114.0,486.0,114.0,717.0,231.0,N,N,Våv,SJ,50.0,B2.5,Hambo,114486.0,114717.0
11347,114+554,114+565,10.523,-190.0,114.0,554.0,114.0,565.0,114554.0,114565.0,654.0,114.0,551.0,119.0,303.0,4751.0,E,,Boa-Fra,E1,60.0,B2.5,P-FE,114551.0,119303.0
11348,114+565,114+634,69.491,-615.0,114.0,565.0,114.0,634.0,114565.0,114634.0,450.0,114.0,561.0,114.0,699.0,138.0,E1,2,Rke,SJ,50.0,B,Hambo,114561.0,114699.0
11349,114+574,114+584,9.898,-190.0,114.0,574.0,114.0,584.0,114574.0,114584.0,303.0,114.0,572.0,114.0,647.0,75.0,E,3,Gä,E1,60.0,B,P-Fc,114572.0,114647.0
11350,114+576,114+624,47.354,2050.0,114.0,576.0,114.0,624.0,114576.0,114624.0,303.0,114.0,572.0,114.0,647.0,75.0,E,3,Gä,E1,60.0,B,P-Fc,114572.0,114647.0
11351,114+580,114+594,14.87,190.0,114.0,580.0,114.0,594.0,114580.0,114594.0,303.0,114.0,572.0,114.0,647.0,75.0,E,3,Gä,E1,60.0,B,P-Fc,114572.0,114647.0
11352,114+592,114+631,39.459,600.0,114.0,592.0,114.0,631.0,114592.0,114631.0,303.0,114.0,572.0,114.0,647.0,75.0,E,3,Gä,E1,60.0,B,P-Fc,114572.0,114647.0
11354,114+595,114+637,42.184,-784.5,114.0,595.0,114.0,637.0,114595.0,114637.0,303.0,114.0,572.0,114.0,647.0,75.0,E,3,Gä,E1,60.0,B,P-Fc,114572.0,114647.0
11355,114+595,114+637,41.942,-780.0,114.0,595.0,114.0,637.0,114595.0,114637.0,303.0,114.0,572.0,114.0,647.0,75.0,E,3,Gä,E1,60.0,B,P-Fc,114572.0,114647.0
11360,114+654,114+660,6.234,-190.0,114.0,654.0,114.0,660.0,114654.0,114660.0,261.0,114.0,646.0,114.0,946.0,300.0,E,2,Uf,SJ,34.0,T,R-und,114646.0,114946.0
11361,114+660,114+675,14.871,190.0,114.0,660.0,114.0,675.0,114660.0,114675.0,261.0,114.0,646.0,114.0,946.0,300.0,E,2,Uf,SJ,34.0,T,R-und,114646.0,114946.0
11362,114+666,114+736,69.943,99000.0,114.0,666.0,114.0,736.0,114666.0,114736.0,261.0,114.0,646.0,114.0,946.0,300.0,E,2,Uf,SJ,34.0,T,R-und,114646.0,114946.0
11363,114+675,114+693,6.279,208.435,114.0,675.0,114.0,693.0,114675.0,114693.0,261.0,114.0,646.0,114.0,946.0,300.0,E,2,Uf,SJ,34.0,T,R-und,114646.0,114946.0
11364,114+694,114+712,7.15,-208.435,114.0,694.0,114.0,712.0,114694.0,114712.0,450.0,114.0,690.0,115.0,34.0,340.0,E,1,Rke,BV,50.0,B,P-Ec,114690.0,115034.0
11365,114+711,114+807,96.827,70000.0,114.0,711.0,114.0,807.0,114711.0,114807.0,450.0,114.0,690.0,115.0,34.0,340.0,E,1,Rke,BV,50.0,B,P-Ec,114690.0,115034.0
11366,114+720,115+0,279.6,-1500.0,114.0,720.0,115.0,0.0,114720.0,115000.0,450.0,114.0,690.0,115.0,34.0,340.0,E,1,Rke,BV,50.0,B,P-Ec,114690.0,115034.0
11367,114+736,114+799,63.048,-99000.0,114.0,736.0,114.0,799.0,114736.0,114799.0,450.0,114.0,690.0,115.0,34.0,340.0,E,1,Rke,BV,50.0,B,P-Ec,114690.0,115034.0
11368,114+746,114+752,5.755,-300.0,114.0,746.0,114.0,752.0,114746.0,114752.0,303.0,114.0,746.0,114.0,757.0,11.0,E3,3,Gä,E1,60.0,B,P-Fc,114746.0,114757.0
11372,114+781,114+913,132.553,-291.0,114.0,781.0,114.0,913.0,114781.0,114913.0,349.0,114.0,771.0,115.0,307.0,539.0,N,N,Våv,SJ,50.0,B2.5,Hambo,114771.0,115307.0
11373,114+787,114+985,197.976,864.0,114.0,787.0,114.0,985.0,114787.0,114985.0,349.0,114.0,771.0,115.0,307.0,539.0,N,N,Våv,SJ,50.0,B2.5,Hambo,114771.0,115307.0
11374,114+793,114+905,112.082,409.0,114.0,793.0,114.0,905.0,114793.0,114905.0,349.0,114.0,771.0,115.0,307.0,539.0,N,N,Våv,SJ,50.0,B2.5,Hambo,114771.0,115307.0
11375,114+796,114+826,29.581,355.0,114.0,796.0,114.0,826.0,114796.0,114826.0,349.0,114.0,771.0,115.0,307.0,539.0,N,N,Våv,SJ,50.0,B2.5,Hambo,114771.0,115307.0
11376,114+798,115+21,218.231,-476.0,114.0,798.0,115.0,21.0,114798.0,115021.0,349.0,114.0,771.0,115.0,307.0,539.0,N,N,Våv,SJ,50.0,B2.5,Hambo,114771.0,115307.0
11377,114+814,114+893,79.0,1754.0,114.0,814.0,114.0,893.0,114814.0,114893.0,349.0,114.0,771.0,115.0,307.0,539.0,N,N,Våv,SJ,50.0,B2.5,Hambo,114771.0,115307.0
11378,114+832,114+897,64.9,-1523.0,114.0,832.0,114.0,897.0,114832.0,114897.0,349.0,114.0,771.0,115.0,307.0,539.0,N,N,Våv,SJ,50.0,B2.5,Hambo,114771.0,115307.0
11379,114+893,115+10,117.0,-909.0,114.0,893.0,115.0,10.0,114893.0,115010.0,303.0,114.0,889.0,117.0,103.0,2204.0,E,ö,Smo,E1,60.0,B2.5,P-FE,114889.0,117103.0
11380,114+923,115+407,487.2,1550.0,114.0,923.0,115.0,407.0,114923.0,115407.0,303.0,114.0,889.0,117.0,103.0,2204.0,E,ö,Smo,E1,60.0,B2.5,P-FE,114889.0,117103.0
11382,115+19,115+40,21.82,99000.0,115.0,19.0,115.0,40.0,115019.0,115040.0,261.0,114.0,975.0,115.0,97.0,124.0,E,2,Uf,SJ,34.0,T,R-und,114975.0,115097.0
11384,115+40,115+70,30.0,-500.0,115.0,40.0,115.0,70.0,115040.0,115070.0,490.0,115.0,34.0,128.0,235.0,13196.0,E,,Rke-Kör,BV,50.0,B,P-Ec,115034.0,128235.0
11385,115+81,115+677,596.0,300.0,115.0,81.0,115.0,677.0,115081.0,115677.0,490.0,115.0,34.0,128.0,235.0,13196.0,E,,Rke-Kör,BV,50.0,B,P-Ec,115034.0,128235.0
11386,115+125,115+213,87.938,-6100.0,115.0,125.0,115.0,213.0,115125.0,115213.0,490.0,115.0,34.0,128.0,235.0,13196.0,E,,Rke-Kör,BV,50.0,B,P-Ec,115034.0,128235.0
11392,115+200,115+464,264.316,-1470.0,115.0,200.0,115.0,464.0,115200.0,115464.0,261.0,115.0,179.0,115.0,523.0,344.0,E,3,Uf,SJ,43.0,T,R-und,115179.0,115523.0
11393,115+200,115+421,221.0,-746.0,115.0,200.0,115.0,421.0,115200.0,115421.0,261.0,115.0,179.0,115.0,523.0,344.0,E,3,Uf,SJ,43.0,T,R-und,115179.0,115523.0
11396,115+243,115+270,27.141,-500.0,115.0,243.0,115.0,270.0,115243.0,115270.0,261.0,115.0,179.0,115.0,523.0,344.0,E,3,Uf,SJ,43.0,T,R-und,115179.0,115523.0
11397,115+305,115+328,23.667,-50000.0,115.0,305.0,115.0,328.0,115305.0,115328.0,261.0,115.0,179.0,115.0,523.0,344.0,E,3,Uf,SJ,43.0,T,R-und,115179.0,115523.0
11398,115+341,115+429,88.017,6106.5,115.0,341.0,115.0,429.0,115341.0,115429.0,349.0,115.0,307.0,119.0,225.0,3914.0,U,,Våv-Dt,UIC,60.0,B2.5,P-Ec,115307.0,119225.0
11399,115+349,115+429,79.419,6100.0,115.0,349.0,115.0,429.0,115349.0,115429.0,349.0,115.0,307.0,119.0,225.0,3914.0,U,,Våv-Dt,UIC,60.0,B2.5,P-Ec,115307.0,119225.0
11400,115+419,115+460,40.963,99000.0,115.0,419.0,115.0,460.0,115419.0,115460.0,349.0,115.0,307.0,119.0,225.0,3914.0,U,,Våv-Dt,UIC,60.0,B2.5,P-Ec,115307.0,119225.0
11401,115+471,115+619,147.654,685.0,115.0,471.0,115.0,619.0,115471.0,115619.0,349.0,115.0,307.0,119.0,225.0,3914.0,U,,Våv-Dt,UIC,60.0,B2.5,P-Ec,115307.0,119225.0
11402,115+519,115+539,20.569,120000.0,115.0,519.0,115.0,539.0,115519.0,115539.0,349.0,115.0,307.0,119.0,225.0,3914.0,U,,Våv-Dt,UIC,60.0,B2.5,P-Ec,115307.0,119225.0
11403,115+551,115+593,41.481,20000.0,115.0,551.0,115.0,593.0,115551.0,115593.0,349.0,115.0,307.0,119.0,225.0,3914.0,U,,Våv-Dt,UIC,60.0,B2.5,P-Ec,115307.0,119225.0
11405,115+612,115+708,95.8,-590.0,115.0,612.0,115.0,708.0,115612.0,115708.0,261.0,115.0,588.0,115.0,809.0,221.0,E,3,Uf,SJ,34.0,T,R-und,115588.0,115809.0
11407,115+659,115+698,39.0,-1260.0,115.0,659.0,115.0,698.0,115659.0,115698.0,261.0,115.0,588.0,115.0,809.0,221.0,E,3,Uf,SJ,34.0,T,R-und,115588.0,115809.0
11409,115+695,115+715,20.0,-1665.0,115.0,695.0,115.0,715.0,115695.0,115715.0,261.0,115.0,588.0,115.0,809.0,221.0,E,3,Uf,SJ,34.0,T,R-und,115588.0,115809.0
11410,115+703,115+758,54.4,-524.0,115.0,703.0,115.0,758.0,115703.0,115758.0,261.0,115.0,588.0,115.0,809.0,221.0,E,3,Uf,SJ,34.0,T,R-und,115588.0,115809.0
11411,115+710,115+775,65.0,-290.0,115.0,710.0,115.0,775.0,115710.0,115775.0,261.0,115.0,588.0,115.0,809.0,221.0,E,3,Uf,SJ,34.0,T,R-und,115588.0,115809.0
11415,115+815,115+845,30.0,-470.0,115.0,815.0,115.0,845.0,115815.0,115845.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11416,115+881,115+908,26.736,-568.0,115.0,881.0,115.0,908.0,115881.0,115908.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11417,115+885,115+940,55.0,-310.0,115.0,885.0,115.0,940.0,115885.0,115940.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11418,115+891,116+80,189.698,-960.0,115.0,891.0,116.0,80.0,115891.0,116080.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11419,115+894,116+10,116.418,995.0,115.0,894.0,116.0,10.0,115894.0,116010.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11420,115+901,115+948,47.174,-879.0,115.0,901.0,115.0,948.0,115901.0,115948.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11421,115+918,116+5,86.923,600.0,115.0,918.0,116.0,5.0,115918.0,116005.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11422,115+940,116+161,221.047,-300.0,115.0,940.0,116.0,161.0,115940.0,116161.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11423,115+960,116+69,108.5,1852.0,115.0,960.0,116.0,69.0,115960.0,116069.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11424,115+968,116+58,89.438,-822.0,115.0,968.0,116.0,58.0,115968.0,116058.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11425,115+983,116+396,413.911,1751.0,115.0,983.0,116.0,396.0,115983.0,116396.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11426,116+25,116+93,68.0,-935.0,116.0,25.0,116.0,93.0,116025.0,116093.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11427,116+38,116+145,107.4,598.0,116.0,38.0,116.0,145.0,116038.0,116145.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11428,116+146,116+360,214.287,1900.0,116.0,146.0,116.0,360.0,116146.0,116360.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11429,116+181,116+215,34.0,-303.0,116.0,181.0,116.0,215.0,116181.0,116215.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11430,116+209,116+640,431.415,-2800.0,116.0,209.0,116.0,640.0,116209.0,116640.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11431,116+210,116+324,114.0,-614.0,116.0,210.0,116.0,324.0,116210.0,116324.0,261.0,115.0,809.0,134.0,619.0,18779.0,E,,Uf-Löb,SJ,50.0,T,R-und,115809.0,134619.0
11432,116+301,116+354,52.4,-522.0,116.0,301.0,116.0,354.0,116301.0,116354.0,265.0,116.0,254.0,117.0,831.0,1577.0,E,,Born-Ors,SJ,34.0,T,R-und,116254.0,117831.0
11433,116+346,116+381,35.065,-1289.0,116.0,346.0,116.0,381.0,116346.0,116381.0,265.0,116.0,254.0,117.0,831.0,1577.0,E,,Born-Ors,SJ,34.0,T,R-und,116254.0,117831.0
11434,116+346,116+524,177.296,590.0,116.0,346.0,116.0,524.0,116346.0,116524.0,265.0,116.0,254.0,117.0,831.0,1577.0,E,,Born-Ors,SJ,34.0,T,R-und,116254.0,117831.0
11435,116+438,116+681,242.602,-2054.0,116.0,438.0,116.0,681.0,116438.0,116681.0,265.0,116.0,254.0,117.0,831.0,1577.0,E,,Born-Ors,SJ,34.0,T,R-und,116254.0,117831.0
11436,116+438,116+680,241.632,-2050.0,116.0,438.0,116.0,680.0,116438.0,116680.0,265.0,116.0,254.0,117.0,831.0,1577.0,E,,Born-Ors,SJ,34.0,T,R-und,116254.0,117831.0
11437,116+445,116+946,501.0,3375.0,116.0,445.0,116.0,946.0,116445.0,116946.0,265.0,116.0,254.0,117.0,831.0,1577.0,E,,Born-Ors,SJ,34.0,T,R-und,116254.0,117831.0
11438,116+492,116+622,130.0,784.0,116.0,492.0,116.0,622.0,116492.0,116622.0,265.0,116.0,254.0,117.0,831.0,1577.0,E,,Born-Ors,SJ,34.0,T,R-und,116254.0,117831.0
11439,116+501,116+790,289.3,704.0,116.0,501.0,116.0,790.0,116501.0,116790.0,265.0,116.0,254.0,117.0,831.0,1577.0,E,,Born-Ors,SJ,34.0,T,R-und,116254.0,117831.0
11440,116+511,116+661,150.0,-985.0,116.0,511.0,116.0,661.0,116511.0,116661.0,265.0,116.0,254.0,117.0,831.0,1577.0,E,,Born-Ors,SJ,34.0,T,R-und,116254.0,117831.0
